id_producto,nombre_producto,categoria,fecha,stock_inicial,cantidad_ingresada,cantidad_egresada,stock_final,stock_minimo,proveedor,tiempo_reposicion_dias,estado_stock
448,UCFL 205 (FYTB 25 TF),Hidraulico,2025-04-30,192.0,23,12.0,203,41.0,Proveedor C,2.0,ok
449,AC Inverter 220V 2.2KW,Hidraulico,2025-01-21,172.0,13,45.0,140,32.0,Proveedor A,1.0,ok
450,Quita sarro,Herramientas,2025-01-08,54.0,10,6.0,58,42.0,Proveedor B,5.0,bajo
451,perilla d65 hembra,Mecanica,2025-01-08,32.0,0,28.0,4,45.0,Proveedor B,14.0,critico
452,CHAPA LAC HH 1.60X1220X2440(16),Hidraulico,2025-06-11,44.0,23,21.0,46,16.0,Proveedor A,10.0,ok
453,mordaza simple d10c vastago 12 x100,Electrico,2025-02-11,98.0,22,11.0,109,45.0,Proveedor A,7.0,ok
454,"discos corte 115x1,6",Mecanica,2025-03-21,154.0,24,22.0,156,29.0,Proveedor C,10.0,ok
455,cable envainado 2 x 1 mm,Hidraulico,2025-06-24,58.0,32,13.0,77,47.0,Proveedor B,12.0,ok
456,bobina queen 25 d/h,Hidraulico,2025-02-04,60.0,20,29.0,51,13.0,Proveedor B,7.0,ok
457,MANIFOLD PARA 4 VALVULAS,Mecanica,2025-05-23,115.0,0,33.0,82,15.0,Proveedor B,10.0,ok
458,Punteras preaisl. 10mm marron largo 12mm,Electrico,2025-06-22,170.0,15,27.0,158,44.0,Proveedor A,12.0,ok
459,cable de programacion para pc,Herramientas,2025-06-18,182.0,19,38.0,163,26.0,Proveedor A,3.0,ok
460,macizo trafilar 304 12mm,Mecanica,2025-06-04,41.0,22,7.0,56,45.0,Proveedor A,12.0,bajo
461,bobina queen x 2 unid ,Electrico,2025-03-09,24.0,24,16.0,32,23.0,Proveedor C,7.0,bajo
462,bulon allen 5x10x25,Mecanica,2025-01-30,58.0,16,18.0,56,42.0,Proveedor C,8.0,bajo
463,TORCH PLASMA 65/85/105,Mecanica,2025-01-22,131.0,14,26.0,119,19.0,Proveedor B,14.0,ok
464,allen m12x25,Electrico,2025-06-26,121.0,20,18.0,123,46.0,Proveedor C,13.0,ok
465,cable envainado 2 x 1 mm,Hidraulico,2025-04-13,106.0,11,38.0,79,44.0,Proveedor A,1.0,ok
466,rod lineal shf20,Herramientas,2025-04-04,21.0,7,6.0,22,37.0,Proveedor B,14.0,critico
467,perillas codigo 686,Electrico,2025-04-07,120.0,13,21.0,112,49.0,Proveedor B,4.0,ok
468,arandela biselada  1/2 zinc mcn,Electrico,2025-05-11,180.0,17,32.0,165,30.0,Proveedor C,2.0,ok
469,"CONECTOR 90° M 1/2"" ZOLODA",Herramientas,2025-01-06,155.0,13,12.0,156,44.0,Proveedor A,5.0,ok
470,ARANDELA PLANA MET 6 304,Hidraulico,2025-02-14,30.0,20,17.0,33,22.0,Proveedor B,2.0,bajo
471,redondo trafilado 25 mm,Hidraulico,2025-01-20,107.0,6,12.0,101,42.0,Proveedor C,2.0,ok
472,Poliuretano Blanco Puro x 4L,Hidraulico,2025-05-28,112.0,21,15.0,118,25.0,Proveedor A,9.0,ok
473,PILOTO OJO DE BUEY ROJO 220V-20MA,Herramientas,2025-02-21,99.0,13,7.0,105,19.0,Proveedor A,8.0,ok
474,"planchuela 2""por1/8",Electrico,2025-03-21,139.0,19,13.0,145,48.0,Proveedor C,2.0,ok
475,PILOTO OJO DE BUEY ROJO 220V-20MA,Hidraulico,2025-01-04,149.0,20,13.0,156,33.0,Proveedor B,4.0,ok
476,redondo trafilado 25 mm,Mecanica,2025-04-04,182.0,4,24.0,162,38.0,Proveedor B,3.0,ok
477,hirro angulo 1 x 178,Hidraulico,2025-05-31,182.0,16,26.0,172,14.0,Proveedor C,10.0,ok
478,ka29t drn80m4,Electrico,2025-04-21,118.0,15,0.0,133,26.0,Proveedor C,4.0,ok
479,Cable canal 60x60,Herramientas,2025-06-19,151.0,25,9.0,167,22.0,Proveedor C,7.0,ok
480,llave interuptor biólar monof 25,Mecanica,2025-01-07,27.0,17,31.0,13,17.0,Proveedor B,9.0,critico
481,CABLES USB PARA TAB.,Hidraulico,2025-05-30,31.0,27,29.0,29,30.0,Proveedor A,12.0,critico
482,ALLEN CAB/BOTON MET 8X16 304,Electrico,2025-02-24,113.0,20,23.0,110,39.0,Proveedor B,12.0,ok
483,barra retificada diam 12 sae 1045,Electrico,2025-06-09,91.0,19,8.0,102,40.0,Proveedor A,8.0,ok
484,bulones allen m6x35,Hidraulico,2025-02-15,165.0,12,26.0,151,42.0,Proveedor A,4.0,ok
485,AC Inverter 380V 5.5KW,Hidraulico,2025-01-21,42.0,23,24.0,41,40.0,Proveedor C,14.0,bajo
486,UCF 204,Herramientas,2025-03-03,31.0,19,31.0,19,19.0,Proveedor A,4.0,critico
487,Pulsador de emergencia NC,Electrico,2025-01-31,158.0,13,14.0,157,16.0,Proveedor B,4.0,ok
488,Allen c/cilindric met 6x35 304,Herramientas,2025-06-28,48.0,21,26.0,43,24.0,Proveedor A,14.0,ok
489,CABLE 3X034,Herramientas,2025-05-19,61.0,11,16.0,56,30.0,Proveedor A,10.0,ok
490,PERFILES F PARA BANDA CURVA (NOLY),Hidraulico,2025-04-04,161.0,18,26.0,153,20.0,Proveedor C,11.0,ok
491,tornillo allen m8x16,Mecanica,2025-06-02,147.0,8,25.0,130,17.0,Proveedor C,5.0,ok
492,reductor 50 1.20 ,Herramientas,2025-06-22,29.0,27,40.0,16,14.0,Proveedor A,8.0,bajo
493,UCFL 205 (FYTB 25 TF),Herramientas,2025-01-27,169.0,8,40.0,137,26.0,Proveedor C,1.0,ok
494,TUBO DE RESINA ACETAL DIAM. 150X60X550MM,Mecanica,2025-06-19,53.0,23,28.0,48,28.0,Proveedor A,6.0,ok
495,"JGO 3 MACHO DORMER E559 M10 X 1,50 J3 CANAL RECTO",Hidraulico,2025-06-09,62.0,11,21.0,52,19.0,Proveedor B,3.0,ok
496,disco flap granp 60 ,Electrico,2025-03-26,55.0,17,17.0,55,42.0,Proveedor C,5.0,bajo
497,Tornillos autoperforantes de 8x3/4,Hidraulico,2025-06-30,63.0,22,17.0,68,37.0,Proveedor C,1.0,ok
498,CONMUTADOR TRIPOLAR 32A D CON POSICION 0 5623100,Electrico,2025-05-03,32.0,17,11.0,38,47.0,Proveedor C,7.0,critico
499,MORDAZA SIM´LE EN T P/TREFILADO D 10MM,Mecanica,2025-05-23,33.0,12,38.0,7,46.0,Proveedor A,10.0,critico
